TIMESTAMP,LowWaveDn_Avg,HighWaveDn_Avg,NDVI_Avg,Battery Charge
9/28/2025 23:00,0,0,NAN,13.03127
9/28/2025 23:30,0,0,NAN,13.02197
9/29/2025 0:00,0,0,NAN,13.01255
9/29/2025 0:30,0,0,NAN,13.00484
9/29/2025 1:00,0,0,NAN,12.99827
9/29/2025 1:30,0,0,NAN,12.99069
9/29/2025 2:00,0,0,NAN,12.98419
9/29/2025 2:30,0,0,NAN,12.97188
9/29/2025 3:00,0,0,NAN,12.96573
9/29/2025 3:30,0,0,NAN,12.95735
9/29/2025 4:00,0,0,NAN,12.94911
9/29/2025 4:30,0,0,NAN,12.93933
9/29/2025 5:00,0,0,NAN,12.93377
9/29/2025 5:30,0,0,NAN,12.92617
9/29/2025 6:00,0,0,NAN,12.91668
9/29/2025 6:30,0,0,NAN,12.91256
9/29/2025 7:00,0,0,NAN,12.90603
9/29/2025 7:30,0,0.000355556,NAN,12.89459
9/29/2025 8:00,0.000866667,0.004433333,NAN,12.9094
9/29/2025 8:30,0.003088889,0.01319444,NAN,12.99633
9/29/2025 9:00,0.005666667,0.02228333,NAN,13.05873
9/29/2025 9:30,0.007961111,0.03046666,NAN,13.17126
9/29/2025 10:00,0.01001111,0.03737222,NAN,13.25329
9/29/2025 10:30,0.01186111,0.04289444,NAN,13.2918
9/29/2025 11:00,0.01355556,0.04746667,NAN,13.32273
9/29/2025 11:30,0.01500555,0.05091667,NAN,13.36229
9/29/2025 12:00,0.01617222,0.05324444,NAN,13.39886
9/29/2025 12:30,0.017,0.05478333,NAN,13.51175
9/29/2025 13:00,0.01700556,0.05516111,NAN,13.55421
9/29/2025 13:30,0.01701111,0.05522778,NAN,13.88077
9/29/2025 14:00,0.01694444,0.05427222,NAN,14.08137
9/29/2025 14:30,0.01592778,0.05222222,NAN,14.05951
9/29/2025 15:00,0.01477222,0.04974444,NAN,14.02682
9/29/2025 15:30,0.01324444,0.04660555,NAN,13.94057
9/29/2025 16:00,0.01112222,0.04012222,NAN,13.96885
9/29/2025 16:30,NAN,0.03990555,NAN,13.90025
9/29/2025 17:00,0.0103,0.03179444,0.6109765,13.95214
9/29/2025 17:30,0.001566667,0.004383333,0.6310762,13.55663
9/29/2025 18:00,0.003377778,0.01213889,0.6510105,13.47488
9/29/2025 18:30,0.001611111,0.0056,0.6681665,13.38632
9/29/2025 19:00,0.000111111,0.001211111,NAN,13.30909
9/29/2025 19:30,0,0,NAN,13.16961
9/29/2025 20:00,0,0,NAN,13.11542
9/29/2025 20:30,0,0,NAN,13.08746
9/29/2025 21:00,0,0,NAN,13.06695
9/29/2025 21:30,0,0,NAN,13.04767
9/29/2025 22:00,0,0,NAN,13.02703
9/29/2025 22:30,0,0,NAN,13.01917
9/29/2025 23:00,0,0,NAN,13.00628
9/29/2025 23:30,0,0,NAN,12.98963
9/30/2025 0:00,0,0,NAN,12.97975
9/30/2025 0:30,0,0,NAN,12.96867
9/30/2025 1:00,0,0,NAN,12.95654
9/30/2025 1:30,0,0,NAN,12.94289
9/30/2025 2:00,0,0,NAN,12.93823
9/30/2025 2:30,0,0,NAN,12.92984
9/30/2025 3:00,0,0,NAN,12.92002
9/30/2025 3:30,0,0,NAN,12.91357
9/30/2025 4:00,0,0,NAN,12.90888
9/30/2025 4:30,0,0,NAN,12.90131
9/30/2025 5:00,0,0,NAN,12.8934
9/30/2025 5:30,0,0,NAN,12.88443
9/30/2025 6:00,0,0,NAN,12.88336
9/30/2025 6:30,0,0,NAN,12.8779
9/30/2025 7:00,0,0,NAN,12.87142
9/30/2025 7:30,0,0.000116667,NAN,12.86544
9/30/2025 8:00,0.000361111,0.0017,0.8155428,12.86917
9/30/2025 8:30,0.001327778,0.004316666,0.607969,12.9166
9/30/2025 9:00,0.002216667,0.007161111,0.6157659,12.99416
9/30/2025 9:30,0.003488889,0.01063333,0.6005009,13.13791
9/30/2025 10:00,0.004416666,0.01345,0.6015561,13.3638
9/30/2025 10:30,0.006916667,0.02097222,0.6013915,13.62589
9/30/2025 11:00,0.005844444,0.01745556,0.5994178,13.88203
9/30/2025 11:30,0.005816666,0.01738889,0.5997095,13.93601
9/30/2025 12:00,0.01031111,0.03033333,0.598871,13.98063
9/30/2025 12:30,0.01718889,0.04868889,0.5894609,14.15389
9/30/2025 13:00,0.01043333,0.02912222,0.5840176,14.12076
9/30/2025 13:30,0.01377222,0.03847222,0.5841125,14.10616
9/30/2025 14:00,0.01765556,0.04845,0.5787231,14.0638
9/30/2025 14:30,0.01817222,0.04985556,0.5763793,14.03541
9/30/2025 15:00,0.01453889,0.04074444,0.583939,14.02075
9/30/2025 15:30,0.0188,0.05301111,0.5829907,13.98911
9/30/2025 16:00,0.01258333,0.03635,0.5892019,13.96713
9/30/2025 16:30,0.006622222,0.01944445,0.5950641,13.97538
9/30/2025 17:00,0.00465,0.01357778,0.589133,14.00116
9/30/2025 17:30,0.003227778,0.009961111,0.6082655,13.92559
9/30/2025 18:00,0.0019,0.005361111,0.5627887,13.3617
9/30/2025 18:30,0.000288889,0.001422222,0.851911,13.18242
9/30/2025 19:00,0.000483333,0.002644445,0.7563724,13.17611
9/30/2025 19:30,0,5.56E-06,NAN,13.11013
9/30/2025 20:00,0,0,NAN,13.08052
9/30/2025 20:30,0,0,NAN,13.06093
9/30/2025 21:00,0,0,NAN,13.04261
9/30/2025 21:30,0,0,NAN,13.03012
9/30/2025 22:00,0,0,NAN,13.01409
9/30/2025 22:30,0,0,NAN,12.99902
9/30/2025 23:00,0,0,NAN,12.98208
9/30/2025 23:30,0,0,NAN,12.97308
10/1/2025 0:00,0,0,NAN,12.96268
10/1/2025 0:30,0,0,NAN,12.95405
10/1/2025 1:00,0,0,NAN,12.94601
10/1/2025 1:30,0,0,NAN,12.93281
10/1/2025 2:00,0,0,NAN,12.92885
10/1/2025 2:30,0,0,NAN,12.91949
10/1/2025 3:00,0,0,NAN,12.9092
10/1/2025 3:30,0,0,NAN,12.90604
10/1/2025 4:00,0,0,NAN,12.90311
10/1/2025 4:30,0,0,NAN,12.90103
10/1/2025 5:00,0,0,NAN,12.89678
10/1/2025 5:30,0,0,NAN,12.89472
10/1/2025 6:00,0,0,NAN,12.88734
10/1/2025 6:30,0,0,NAN,12.87931
10/1/2025 7:00,0,0,NAN,12.87595
10/1/2025 7:30,0,0.000261111,NAN,12.86585
10/1/2025 8:00,0.000927778,0.004066667,0.7378311,12.87741
10/1/2025 8:30,0.003022222,0.01265,0.6980945,12.95438
10/1/2025 9:00,0.005044444,0.0195,0.6846288,13.01586
10/1/2025 9:30,0.007866667,0.02893889,0.6731041,13.15693
10/1/2025 10:00,0.01005,0.03528333,0.6621377,13.27072
10/1/2025 10:30,0.01234444,0.04079444,0.6444416,13.31845
10/1/2025 11:00,0.01446111,0.04556111,0.6296873,13.14537
10/1/2025 11:30,0.01622222,0.04945,0.6186229,13.27571
10/1/2025 12:00,0.01799444,0.05320555,0.6083081,13.40055
10/1/2025 12:30,0.01930555,0.05551111,0.5985717,13.53965
10/1/2025 13:00,0.02003333,0.05698333,0.594335,13.4562
10/1/2025 13:30,0.02089444,0.05730555,0.5815995,13.70469
10/1/2025 14:00,0.02015555,0.05696667,0.5901278,14.09786
10/1/2025 14:30,0.01937778,0.05521667,0.5918041,14.07443
10/1/2025 15:00,0.01807222,0.05251666,0.5969238,14.04791
10/1/2025 15:30,0.01627778,0.04898889,0.6065016,14.02433
10/1/2025 16:00,0.01423889,0.0449,0.6206425,13.99931
10/1/2025 16:30,0.01195,0.03983889,0.6356354,13.98983
10/1/2025 17:00,0.009572222,0.03360555,0.6481559,13.98185
10/1/2025 17:30,0.007088889,0.02702778,0.6680764,13.97611
10/1/2025 18:00,0.004711111,0.01977778,0.6875582,13.98033
10/1/2025 18:30,0.002161111,0.0106,0.7171195,13.27758
10/1/2025 19:00,0.000322222,0.001966667,NAN,13.17825
10/1/2025 19:30,0,0,NAN,13.12293
10/1/2025 20:00,0,0,NAN,13.09513
10/1/2025 20:30,0,0,NAN,13.07123
10/1/2025 21:00,0,0,NAN,13.05316
10/1/2025 21:30,0,0,NAN,13.03523
10/1/2025 22:00,0,0,NAN,13.01675
10/1/2025 22:30,0,0,NAN,13.00035
10/1/2025 23:00,0,0,NAN,12.98241
10/1/2025 23:30,0,0,NAN,12.97028
10/2/2025 0:00,0,0,NAN,12.95664
10/2/2025 0:30,0,0,NAN,12.94145
10/2/2025 1:00,0,0,NAN,12.93118
10/2/2025 1:30,0,0,NAN,12.92047
10/2/2025 2:00,0,0,NAN,12.90936
10/2/2025 2:30,0,0,NAN,12.89827
10/2/2025 3:00,0,0,NAN,12.89511
10/2/2025 3:30,0,0,NAN,12.88875
10/2/2025 4:00,0,0,NAN,12.88042
10/2/2025 4:30,0,0,NAN,12.86946
10/2/2025 5:00,0,0,NAN,12.86693
10/2/2025 5:30,0,0,NAN,12.86035
10/2/2025 6:00,0,0,NAN,12.85209
10/2/2025 6:30,0,0,NAN,12.84826
10/2/2025 7:00,0,0,NAN,12.84253
10/2/2025 7:30,0,0.000244444,NAN,12.83433
10/2/2025 8:00,0.000672222,0.003355555,0.8012241,12.84662
10/2/2025 8:30,0.002966667,0.01332222,0.7154933,12.90515
10/2/2025 9:00,0.005288889,0.02243889,0.7071499,12.97307
10/2/2025 9:30,0.007588889,0.03036666,0.6942964,13.09133
10/2/2025 10:00,0.009822221,0.0372,0.6806479,13.17554
10/2/2025 10:30,0.01195556,0.04276667,0.6653211,13.22521
10/2/2025 11:00,0.01393889,0.04778333,0.6529496,13.27055
10/2/2025 11:30,0.01560556,0.05191666,0.6436906,13.31545
10/2/2025 12:00,0.01740555,0.05524444,0.6291401,13.35462
10/2/2025 12:30,0.01871666,0.05778333,0.6200914,13.46864
10/2/2025 13:00,0.01951111,0.05932222,0.6144847,13.489
10/2/2025 13:30,0.02,0.05961666,0.60777,13.62672
10/2/2025 14:00,0.0196,0.05890555,0.6093466,14.05139
10/2/2025 14:30,0.01856111,0.05752778,0.6176533,14.02073
10/2/2025 15:00,0.01736111,0.05475,0.6218129,13.99529
10/2/2025 15:30,0.01546667,0.05131111,0.6358179,13.97243
10/2/2025 16:00,0.01348333,0.04721666,0.6501337,13.95338
10/2/2025 16:30,0.01123889,0.04227778,0.6683852,13.93517
10/2/2025 17:00,0.008977777,0.03623333,0.6851591,13.92569
10/2/2025 17:30,0.006655555,0.02915,0.7028426,13.91909
10/2/2025 18:00,0.004277778,0.02118889,0.7267753,13.93568
10/2/2025 18:30,0.00205,0.01137778,0.7386713,13.86067
10/2/2025 19:00,5.00E-05,0.001566667,NAN,13.37995
10/2/2025 19:30,0,0,NAN,13.17374
10/2/2025 20:00,0,0,NAN,13.11695
10/2/2025 20:30,0,0,NAN,13.08755
10/2/2025 21:00,0,0,NAN,13.06497
10/2/2025 21:30,0,0,NAN,13.04788
10/2/2025 22:00,0,0,NAN,13.02558
10/2/2025 22:30,0,0,NAN,13.01135
10/2/2025 23:00,0,0,NAN,12.99264
10/2/2025 23:30,0,0,NAN,12.98112
10/3/2025 0:00,0,0,NAN,12.9721
10/3/2025 0:30,0,0,NAN,12.95711
10/3/2025 1:00,0,0,NAN,12.94652
10/3/2025 1:30,0,0,NAN,12.93331
10/3/2025 2:00,0,0,NAN,12.92256
10/3/2025 2:30,0,0,NAN,12.91194
10/3/2025 3:00,0,0,NAN,12.90783
10/3/2025 3:30,0,0,NAN,12.90227
10/3/2025 4:00,0,0,NAN,12.89747
10/3/2025 4:30,0,0,NAN,12.89701
10/3/2025 5:00,0,0,NAN,12.892
10/3/2025 5:30,0,0,NAN,12.8868
10/3/2025 6:00,0,0,NAN,12.8795
10/3/2025 6:30,0,0,NAN,12.87051
10/3/2025 7:00,0,0,NAN,12.86533
10/3/2025 7:30,0,0.000261111,NAN,12.85553
10/3/2025 8:00,0.000322222,0.001994445,0.8772278,12.86592
10/3/2025 8:30,0.002666667,0.01322222,0.7560562,12.89434
10/3/2025 9:00,0.004894444,0.02346111,0.7401553,12.96373
10/3/2025 9:30,0.0069,0.03183333,0.7316802,13.08323
10/3/2025 10:00,0.008977777,0.03911667,0.7170471,13.15732
10/3/2025 10:30,0.01099444,0.04530555,0.7028435,13.20102
10/3/2025 11:00,0.01278333,0.05039444,0.6915175,13.23874
10/3/2025 11:30,0.01436111,0.05474444,0.6819512,13.27965
10/3/2025 12:00,0.01582222,0.05817222,0.6709986,13.3168
10/3/2025 12:30,0.0173,0.06079444,0.6571697,13.42973
10/3/2025 13:00,0.01807222,0.06306666,0.6539804,13.44039
10/3/2025 13:30,0.01884444,0.06412222,0.6455994,13.63964
10/3/2025 14:00,0.01857222,0.06442222,0.6500699,13.92763
10/3/2025 14:30,0.01785555,0.06406666,0.6587126,13.90479
10/3/2025 15:00,0.01671667,0.06170555,0.6651153,13.89183
10/3/2025 15:30,0.01533333,0.0583,0.6713843,13.8703
10/3/2025 16:00,0.01320555,0.0525,0.682277,13.87315
10/3/2025 16:30,0.01094444,0.04607222,0.6955931,13.87149
10/3/2025 17:00,0.008733333,0.04015555,0.7150931,13.87473
10/3/2025 17:30,0.00605,0.03071111,0.7354809,13.88719
10/3/2025 18:00,0.003794444,0.02122222,0.751191,13.8998
10/3/2025 18:30,0.001455556,0.009338889,0.779949,13.63234
10/3/2025 19:00,0,0.000377778,NAN,13.20262
10/3/2025 19:30,0,0,NAN,13.1287
10/3/2025 20:00,0,0,NAN,13.09539
10/3/2025 20:30,0,0,NAN,13.07138
10/3/2025 21:00,0,0,NAN,13.05114
10/3/2025 21:30,0,0,NAN,13.03849
10/3/2025 22:00,0,0,NAN,13.02598
10/3/2025 22:30,0,0,NAN,13.0136
10/3/2025 23:00,0,0,NAN,12.99882
10/3/2025 23:30,0,0,NAN,12.98079
10/4/2025 0:00,0,0,NAN,12.9722
10/4/2025 0:30,0,0,NAN,12.96298
10/4/2025 1:00,0,0,NAN,12.95136
10/4/2025 1:30,0,0,NAN,12.94302
10/4/2025 2:00,0,0,NAN,12.93361
10/4/2025 2:30,0,0,NAN,12.92537
10/4/2025 3:00,0,0,NAN,12.91572
10/4/2025 3:30,0,0,NAN,12.90812
10/4/2025 4:00,0,0,NAN,12.9065
10/4/2025 4:30,0,0,NAN,12.8991
10/4/2025 5:00,0,0,NAN,12.89138
10/4/2025 5:30,0,0,NAN,12.89123
10/4/2025 6:00,0,0,NAN,12.89036
10/4/2025 6:30,0,0,NAN,12.89398
10/4/2025 7:00,0,0,NAN,12.89403
10/4/2025 7:30,0,7.22E-05,NAN,12.88929
10/4/2025 8:00,0,0.00165,1,12.89474
10/4/2025 8:30,0.000227778,0.002183333,0.9032506,12.9072
10/4/2025 9:00,0.001105556,0.005844444,0.745955,12.92528
10/4/2025 9:30,0.006099999,0.03520555,0.7718317,13.04208
10/4/2025 10:00,0.003788889,0.01905555,0.7383541,13.41284
10/4/2025 10:30,0.008405555,0.04407222,0.7513666,13.57412
10/4/2025 11:00,0.01018333,0.05164444,0.7466389,13.64215
10/4/2025 11:30,0.01245,0.06026111,0.737581,13.58027
10/4/2025 12:00,0.01151111,0.05403333,0.7284907,13.58522
10/4/2025 12:30,0.005744444,0.0274,0.724571,13.64689
10/4/2025 13:00,0.0099,0.046,0.7209951,13.99723
10/4/2025 13:30,0.006938889,0.03248889,0.7209541,13.85795
10/4/2025 14:00,0.005327778,0.02647778,0.7280754,13.84888
10/4/2025 14:30,0.01184444,0.05709444,0.7299353,14.18514
10/4/2025 15:00,0.007944444,0.03828889,0.728495,14.16873
10/4/2025 15:30,0.002288889,0.01160556,0.744254,13.67838
10/4/2025 16:00,0.002072222,0.01052222,0.7363946,13.58648
10/4/2025 16:30,0.003638889,0.01821111,0.7296755,14.23209
10/4/2025 17:00,0.0026,0.01285,0.7272144,13.7746
10/4/2025 17:30,0.002338889,0.01234444,0.7409217,13.7816
10/4/2025 18:00,0.001333333,0.006894444,0.7361518,13.51338
10/4/2025 18:30,0.001183333,0.007655555,0.7328087,13.43664
10/4/2025 19:00,0.000511111,0.003927778,NAN,13.3908
10/4/2025 19:30,0,0,NAN,13.15208
10/4/2025 20:00,0,0,NAN,13.08564
10/4/2025 20:30,0,0,NAN,13.05739
10/4/2025 21:00,0,0,NAN,13.03349
10/4/2025 21:30,0,0,NAN,13.01834
10/4/2025 22:00,0,0,NAN,13.00222
10/4/2025 22:30,0,0,NAN,12.98707
10/4/2025 23:00,0,0,NAN,12.96883
10/4/2025 23:30,0,0,NAN,12.96099
10/5/2025 0:00,0,0,NAN,12.94789
10/5/2025 0:30,0,0,NAN,12.93455
10/5/2025 1:00,0,0,NAN,12.92257
10/5/2025 1:30,0,0,NAN,12.90871
10/5/2025 2:00,0,0,NAN,12.89563
10/5/2025 2:30,0,0,NAN,12.88478
10/5/2025 3:00,0,0,NAN,12.8716
10/5/2025 3:30,0,0,NAN,12.86618
10/5/2025 4:00,0,0,NAN,12.85595
10/5/2025 4:30,0,0,NAN,12.84537
10/5/2025 5:00,0,0,NAN,12.84148
10/5/2025 5:30,0,0,NAN,12.83887
10/5/2025 6:00,0,0,NAN,12.8355
10/5/2025 6:30,0,0,NAN,12.82916
10/5/2025 7:00,0,0,NAN,12.82661
10/5/2025 7:30,0,0.000183333,NAN,12.81591
10/5/2025 8:00,0.000388889,0.003044444,0.8946298,12.82132
10/5/2025 8:30,0.002027778,0.01342222,0.7965428,12.87259
10/5/2025 9:00,0.003588889,0.02381111,0.7999859,12.94237
10/5/2025 9:30,0.0053,0.03348889,0.7933191,13.06459
10/5/2025 10:00,0.006988889,0.04215556,0.7851416,13.16092
10/5/2025 10:30,0.008477777,0.04830555,0.7737753,13.23677
10/5/2025 11:00,0.009488889,0.05181666,0.7649468,13.35394
10/5/2025 11:30,0.01129444,0.05883333,0.7540621,13.52008
10/5/2025 12:00,0.01272222,0.06405,0.7462991,13.6443
10/5/2025 12:30,0.01364444,0.06652778,0.7388305,13.81974
10/5/2025 13:00,0.01218889,0.05790555,0.7343109,13.90168
10/5/2025 13:30,0.01243889,0.05983333,0.7346925,14.25747
10/5/2025 14:00,0.01279444,0.06224444,0.7342891,14.22512
10/5/2025 14:30,0.01169444,0.05830555,0.736922,14.20866
10/5/2025 15:00,0.009988889,0.05076111,0.7391037,14.1782
10/5/2025 15:30,0.01001667,0.05382777,0.7509915,14.16333
10/5/2025 16:00,0.008516666,0.04772222,0.760959,14.15515
10/5/2025 16:30,0.005294445,0.03072222,0.7679046,14.15003
10/5/2025 17:00,0.004144445,0.02352222,0.7581564,14.16175
10/5/2025 17:30,0.005005555,0.03293333,0.784528,14.15506
10/5/2025 18:00,0.001011111,0.006955556,0.7987403,13.68955
10/5/2025 18:30,0.000994445,0.006777777,0.7658159,13.55889
10/5/2025 19:00,8.89E-05,0.002383333,0.9692584,13.29146
10/5/2025 19:30,0,6.11E-05,NAN,13.13602
10/5/2025 20:00,0,0,NAN,13.08598
10/5/2025 20:30,0,0,NAN,13.05805
10/5/2025 21:00,0,0,NAN,13.03419
10/5/2025 21:30,0,0,NAN,13.01611
10/5/2025 22:00,0,0,NAN,12.99812
10/5/2025 22:30,0,0,NAN,12.97826
10/5/2025 23:00,0,0,NAN,12.95527
10/5/2025 23:30,0,0,NAN,12.94274
10/6/2025 0:00,0,0,NAN,12.92686
10/6/2025 0:30,0,0,NAN,12.91186
10/6/2025 1:00,0,0,NAN,12.90075
10/6/2025 1:30,0,0,NAN,12.88781
10/6/2025 2:00,0,0,NAN,12.87614
10/6/2025 2:30,0,0,NAN,12.86422
10/6/2025 3:00,0,0,NAN,12.8595
10/6/2025 3:30,0,0,NAN,12.85094
10/6/2025 4:00,0,0,NAN,12.84293
10/6/2025 4:30,0,0,NAN,12.83876
10/6/2025 5:00,0,0,NAN,12.83452
10/6/2025 5:30,0,0,NAN,12.82979
10/6/2025 6:00,0,0,NAN,12.82454
10/6/2025 6:30,0,0,NAN,12.81867
10/6/2025 7:00,0,0,NAN,12.81716
10/6/2025 7:30,0,0.000211111,NAN,12.80765
10/6/2025 8:00,0.0003,0.002961111,0.8894314,12.81074
10/6/2025 8:30,0.000766667,0.007005555,0.9184354,12.84926
10/6/2025 9:00,0.003433333,0.02428889,0.8088712,12.92652
10/6/2025 9:30,0.004944444,0.03439444,0.8090793,13.06773
10/6/2025 10:00,0.006455555,0.04293889,0.8018808,13.19782
10/6/2025 10:30,0.007999999,0.05074444,0.7934917,13.29631
10/6/2025 11:00,0.009449999,0.05693333,0.7838938,13.40434
10/6/2025 11:30,0.01071111,0.06197222,0.7756643,13.4796
10/6/2025 12:00,0.01200556,0.06556667,0.7636592,13.54451
10/6/2025 12:30,0.01309444,0.06951667,0.7570816,13.72084
10/6/2025 13:00,0.01378889,0.07076667,0.7493035,13.78324
10/6/2025 13:30,0.014,0.07137222,0.7469341,14.1686
10/6/2025 14:00,0.01388333,0.07113889,0.7470904,14.21903
10/6/2025 14:30,0.013,0.06918333,0.7543636,14.19831
10/6/2025 15:00,0.01190555,0.0663,0.7630228,14.18865
10/6/2025 15:30,0.01059444,0.06198889,0.7722836,14.17194
10/6/2025 16:00,0.009299999,0.05683333,0.7796692,14.16293
10/6/2025 16:30,0.007716666,0.05057777,0.7910094,14.15465
10/6/2025 17:00,0.006094445,0.04278333,0.8012285,14.15017
10/6/2025 17:30,0.004461111,0.03367778,0.8099206,14.14469
