<<<<<<< HEAD
Timestamp,LowWaveDn_Avg,HighWaveDn_Avg,NDVI_Avg,Battery Charge,(GDD),
4/3/2025 16:00,9.90E-07,0.000206898,0.044375,12.93933,,
4/3/2025 16:30,9.98E-07,0.000208553,0.04473,12.93377,,
4/3/2025 17:00,1.01E-06,0.000210208,0.045085,12.92617,,
4/3/2025 17:30,1.01E-06,0.000211863,0.04544,12.91668,,
4/3/2025 18:00,1.02E-06,0.000213519,0.045795,12.91256,,
4/3/2025 18:30,1.03E-06,0.000215174,0.04615,12.90603,,
4/3/2025 19:00,1.04E-06,0.000216829,0.046505,12.89459,,
4/3/2025 19:30,1.05E-06,0.000218484,0.04686,12.9094,,
4/3/2025 20:00,1.05E-06,0.000220139,0.047215,12.99633,,
4/3/2025 20:30,1.06E-06,0.000221795,0.04757,13.05873,,
4/3/2025 21:00,1.07E-06,0.00022345,0.047925,13.17126,,
4/3/2025 21:30,1.08E-06,0.000225105,0.04828,13.25329,,
4/3/2025 22:00,1.08E-06,0.00022676,0.048635,13.2918,,
4/3/2025 22:30,1.09E-06,0.000228415,0.04899,13.32273,,
4/3/2025 23:00,1.10E-06,0.00023007,0.049345,13.36229,,
4/3/2025 23:30,1.11E-06,0.000231726,0.0497,13.39886,,
4/4/2025 0:00,1.12E-06,0.000233381,0.050055,13.51175,,
4/4/2025 0:30,1.12E-06,0.000235036,0.05041,13.55421,,
4/4/2025 1:00,1.13E-06,0.000236691,0.050765,13.88077,,
4/4/2025 1:30,1.14E-06,0.000238346,0.05112,14.08137,,
4/4/2025 2:00,1.15E-06,0.000240002,0.051475,14.05951,,
4/4/2025 2:30,1.16E-06,0.000241657,0.05183,14.02682,,
4/4/2025 3:00,1.16E-06,0.000243312,0.052185,13.94057,,
4/4/2025 3:30,1.17E-06,0.000244967,0.05254,13.96885,,
4/4/2025 4:00,1.18E-06,0.000246622,0.052895,13.90025,,
4/4/2025 4:30,1.19E-06,0.000248277,0.05325,13.95214,,
4/4/2025 5:00,1.20E-06,0.000249933,0.053605,13.55663,,
4/4/2025 5:30,1.20E-06,0.000251588,0.05396,13.47488,,
4/4/2025 6:00,1.21E-06,0.000253243,0.054315,13.38632,,
4/4/2025 6:30,1.22E-06,0.000254898,0.05467,13.30909,,
4/4/2025 7:00,1.23E-06,0.000256553,0.055025,13.16961,,
4/4/2025 7:30,1.24E-06,0.000258209,0.05538,13.11542,,
4/4/2025 8:00,1.24E-06,0.000259864,0.055735,13.08746,,
4/4/2025 8:30,1.25E-06,0.000261519,0.05609,13.06695,,
4/4/2025 9:00,1.26E-06,0.000263174,0.056445,13.04767,,
4/4/2025 9:30,1.27E-06,0.000264829,0.0568,13.02703,,
4/4/2025 10:00,1.28E-06,0.000266484,0.057155,13.01917,,
4/4/2025 10:30,1.28E-06,0.00026814,0.05751,13.00628,,
4/4/2025 11:00,1.29E-06,0.000269795,0.057865,12.98963,,
4/4/2025 11:30,1.30E-06,0.00027145,0.05822,12.97975,,
4/4/2025 12:00,1.31E-06,0.000273105,0.058575,12.96867,,
4/4/2025 12:30,1.31E-06,0.00027476,0.05893,12.95654,,
4/4/2025 13:00,1.32E-06,0.000276416,0.059285,12.94289,,
4/4/2025 13:30,1.33E-06,0.000278071,0.05964,12.93823,,
4/4/2025 14:00,1.34E-06,0.000279726,0.059995,12.92984,,
4/4/2025 14:30,1.35E-06,0.000281381,0.06035,12.92002,,
4/4/2025 15:00,1.35E-06,0.000283036,0.060705,12.91357,,
4/4/2025 15:30,1.36E-06,0.000284692,0.06106,12.90888,,
4/4/2025 16:00,1.37E-06,0.000286347,0.061415,12.90131,,
4/4/2025 16:30,1.38E-06,0.000288002,0.06177,12.8934,,
4/4/2025 17:00,1.39E-06,0.000289657,0.062125,12.88443,,
4/4/2025 17:30,1.39E-06,0.000291312,0.06248,12.88336,,
4/4/2025 18:00,1.40E-06,0.000292967,0.062835,12.8779,,
4/4/2025 18:30,1.41E-06,0.000294623,0.06319,12.87142,,
4/4/2025 19:00,1.42E-06,0.000296278,0.063545,12.86544,,
4/4/2025 19:30,1.43E-06,0.000297933,0.0639,12.86917,,
4/4/2025 20:00,1.43E-06,0.000299588,0.064255,12.9166,,
4/4/2025 20:30,1.44E-06,0.000301243,0.06461,12.99416,,
4/4/2025 21:00,1.45E-06,0.000302899,0.064965,13.13791,,
4/4/2025 21:30,1.46E-06,0.000304554,0.06532,13.3638,,
4/4/2025 22:00,1.47E-06,0.000306209,0.065675,13.62589,,
4/4/2025 22:30,1.47E-06,0.000307864,0.06603,13.88203,,
4/4/2025 23:00,1.48E-06,0.000309519,0.066385,13.93601,,
4/4/2025 23:30,1.49E-06,0.000311174,0.06674,13.98063,,
4/5/2025 0:00,1.50E-06,0.00031283,0.067095,14.15389,,
4/5/2025 0:30,1.50E-06,0.000314485,0.06745,14.12076,,
4/5/2025 1:00,1.51E-06,0.00031614,0.067805,14.10616,,
4/5/2025 1:30,1.52E-06,0.000317795,0.06816,14.0638,,
4/5/2025 2:00,1.53E-06,0.00031945,0.068515,14.03541,,
4/5/2025 2:30,1.54E-06,0.000321106,0.06887,14.02075,,
4/5/2025 3:00,1.54E-06,0.000322761,0.069225,13.98911,,
4/5/2025 3:30,1.55E-06,0.000324416,0.06958,13.96713,,
4/5/2025 4:00,1.56E-06,0.000326071,0.069935,13.97538,,
4/5/2025 4:30,1.57E-06,0.000327726,0.07029,14.00116,,
4/5/2025 5:00,1.58E-06,0.000329381,0.070645,13.92559,,
4/5/2025 5:30,1.58E-06,0.000331037,0.071,13.3617,,
4/5/2025 6:00,1.59E-06,0.000332692,0.071355,13.18242,,
4/5/2025 6:30,1.60E-06,0.000334347,0.07171,13.17611,,
4/5/2025 7:00,1.61E-06,0.000336002,0.072065,13.11013,,
4/5/2025 7:30,1.62E-06,0.000337657,0.07242,13.08052,,
4/5/2025 8:00,1.62E-06,0.000339313,0.072775,13.06093,,
4/5/2025 8:30,1.63E-06,0.000340968,0.07313,13.04261,,
4/5/2025 9:00,1.64E-06,0.000342623,0.073485,13.03012,,
4/5/2025 9:30,1.65E-06,0.000344278,0.07384,13.01409,,
4/5/2025 10:00,1.66E-06,0.000345933,0.074195,12.99902,,
4/5/2025 10:30,1.66E-06,0.000347588,0.07455,12.98208,,
4/5/2025 11:00,1.67E-06,0.000349244,0.074905,12.97308,,
4/5/2025 11:30,1.68E-06,0.000350899,0.07526,12.96268,,
4/5/2025 12:00,1.69E-06,0.000352554,0.075615,12.95405,,
4/5/2025 12:30,1.69E-06,0.000354209,0.07597,12.94601,,
4/5/2025 13:00,1.70E-06,0.000355864,0.076325,12.93281,,
4/5/2025 13:30,1.71E-06,0.00035752,0.07668,12.92885,,
4/5/2025 14:00,1.72E-06,0.000359175,0.077035,12.91949,,
4/5/2025 14:30,1.73E-06,0.00036083,0.07739,12.9092,,
4/5/2025 15:00,1.73E-06,0.000362485,0.077745,12.90604,,
4/5/2025 15:30,1.74E-06,0.00036414,0.0781,12.90311,,
4/5/2025 16:00,1.75E-06,0.000365795,0.078455,12.90103,,
4/5/2025 16:30,1.76E-06,0.000367451,0.07881,12.89678,,
4/5/2025 17:00,1.77E-06,0.000369106,0.079165,12.89472,,
4/5/2025 17:30,1.77E-06,0.000370761,0.07952,12.88734,,
4/5/2025 18:00,1.78E-06,0.000372416,0.079875,12.87931,,
4/5/2025 18:30,1.79E-06,0.000374071,0.08023,12.87595,,
4/5/2025 19:00,1.80E-06,0.000375727,0.080585,12.86585,,
4/5/2025 19:30,1.81E-06,0.000377382,0.08094,12.87741,,
4/5/2025 20:00,1.81E-06,0.000379037,0.081295,12.95438,,
4/5/2025 20:30,1.82E-06,0.000380692,0.08165,13.01586,,
4/5/2025 21:00,1.83E-06,0.000382347,0.082005,13.15693,,
4/5/2025 21:30,1.84E-06,0.000384002,0.08236,13.27072,,
4/5/2025 22:00,1.85E-06,0.000385658,0.082715,13.31845,,
4/5/2025 22:30,1.85E-06,0.000387313,0.08307,13.14537,,
4/5/2025 23:00,1.86E-06,0.000388968,0.083425,13.27571,,
4/5/2025 23:30,1.87E-06,0.000390623,0.08378,13.40055,,
4/6/2025 0:00,1.88E-06,0.000392278,0.084135,13.53965,,
4/6/2025 0:30,1.88E-06,0.000393934,0.08449,13.4562,,
4/6/2025 1:00,1.89E-06,0.000395589,0.084845,13.70469,,
4/6/2025 1:30,1.90E-06,0.000397244,0.0852,14.09786,,
4/6/2025 2:00,1.91E-06,0.000398899,0.085555,14.07443,,
4/6/2025 2:30,1.92E-06,0.000400554,0.08591,14.04791,,
4/6/2025 3:00,1.92E-06,0.00040221,0.086265,14.02433,,
4/6/2025 3:30,1.93E-06,0.000403865,0.08662,13.99931,,
4/6/2025 4:00,1.94E-06,0.00040552,0.086975,13.98983,,
4/6/2025 4:30,1.95E-06,0.000407175,0.08733,13.98185,,
4/6/2025 5:00,1.96E-06,0.00040883,0.087685,13.97611,,
4/6/2025 5:30,1.96E-06,0.000410485,0.08804,13.98033,,
4/6/2025 6:00,1.97E-06,0.000412141,0.088395,13.27758,,
4/6/2025 6:30,1.98E-06,0.000413796,0.08875,13.17825,,
4/6/2025 7:00,1.99E-06,0.000415451,0.089105,13.12293,,
4/6/2025 7:30,2.00E-06,0.000417106,0.08946,13.09513,,
4/6/2025 8:00,2.00E-06,0.000418761,0.089815,13.07123,,
4/6/2025 8:30,2.01E-06,0.000420417,0.09017,13.05316,,
4/6/2025 9:00,2.02E-06,0.000422072,0.090525,13.03523,,
4/6/2025 9:30,2.03E-06,0.000423727,0.09088,13.01675,,
4/6/2025 10:00,2.04E-06,0.000425382,0.091235,13.00035,,
4/6/2025 10:30,2.04E-06,0.000427037,0.09159,12.98241,,
4/6/2025 11:00,2.05E-06,0.000428692,0.091945,12.97028,,
4/6/2025 11:30,2.06E-06,0.000430348,0.0923,12.95664,,
4/6/2025 12:00,2.07E-06,0.000432003,0.092655,12.94145,,
4/6/2025 12:30,2.07E-06,0.000433658,0.09301,12.93118,,
4/6/2025 13:00,2.08E-06,0.000435313,0.093365,12.92047,,
4/6/2025 13:30,2.09E-06,0.000436968,0.09372,12.90936,,
4/6/2025 14:00,2.10E-06,0.000438624,0.094075,12.89827,,
4/6/2025 14:30,2.11E-06,0.000440279,0.09443,12.89511,,
4/6/2025 15:00,2.11E-06,0.000441934,0.094785,12.88875,,
4/6/2025 15:30,2.12E-06,0.000443589,0.09514,12.88042,,
4/6/2025 16:00,2.13E-06,0.000445244,0.095495,12.86946,,
4/6/2025 16:30,2.14E-06,0.000446899,0.09585,12.86693,,
4/6/2025 17:00,2.15E-06,0.000448555,0.096205,12.86035,,
4/6/2025 17:30,2.15E-06,0.00045021,0.09656,12.85209,,
4/6/2025 18:00,2.16E-06,0.000451865,0.096915,12.84826,,
4/6/2025 18:30,2.17E-06,0.00045352,0.09727,12.84253,,
4/6/2025 19:00,2.18E-06,0.000455175,0.097625,12.83433,,
4/6/2025 19:30,2.19E-06,0.000456831,0.09798,12.84662,,
4/6/2025 20:00,2.19E-06,0.000458486,0.098335,12.90515,,
4/6/2025 20:30,2.20E-06,0.000460141,0.09869,12.97307,,
4/6/2025 21:00,2.21E-06,0.000461796,0.099045,13.09133,,
4/6/2025 21:30,2.22E-06,0.000463451,0.0994,13.17554,,
4/6/2025 22:00,2.23E-06,0.000465106,0.099755,13.22521,,
4/6/2025 22:30,2.23E-06,0.000466762,0.10011,13.27055,,
4/6/2025 23:00,2.24E-06,0.000468417,0.100465,13.31545,,
4/6/2025 23:30,2.25E-06,0.000470072,0.10082,13.35462,,
4/7/2025 0:00,2.26E-06,0.000471727,0.101175,13.46864,,
4/7/2025 0:30,2.26E-06,0.000473382,0.10153,13.489,,
4/7/2025 1:00,2.27E-06,0.000475038,0.101885,13.62672,,
4/7/2025 1:30,2.28E-06,0.000476693,0.10224,14.05139,,
4/7/2025 2:00,2.29E-06,0.000478348,0.102595,14.02073,,
4/7/2025 2:30,2.30E-06,0.000480003,0.10295,13.99529,,
4/7/2025 3:00,2.30E-06,0.000481658,0.103305,13.97243,,
4/7/2025 3:30,2.31E-06,0.000483313,0.10366,13.95338,,
4/7/2025 4:00,2.32E-06,0.000484969,0.104015,13.93517,,
4/7/2025 4:30,2.33E-06,0.000486624,0.10437,13.92569,,
4/7/2025 5:00,2.34E-06,0.000488279,0.104725,13.91909,,
4/7/2025 5:30,2.34E-06,0.000489934,0.10508,13.93568,,
4/7/2025 6:00,2.35E-06,0.000491589,0.105435,13.86067,,
4/7/2025 6:30,2.36E-06,0.000493245,0.10579,13.37995,,
4/7/2025 7:00,2.37E-06,0.0004949,0.106145,13.17374,,
4/7/2025 7:30,2.38E-06,0.000496555,0.1065,13.11695,,
4/7/2025 8:00,2.38E-06,0.00049821,0.106855,13.08755,,
4/7/2025 8:30,2.39E-06,0.000499865,0.10721,13.06497,,
4/7/2025 9:00,2.40E-06,0.000501521,0.107565,13.04788,,
4/7/2025 9:30,2.41E-06,0.000503176,0.10792,13.02558,,
4/7/2025 10:00,2.42E-06,0.000504831,0.108275,13.01135,,
4/7/2025 10:30,2.42E-06,0.000506486,0.10863,12.99264,,
4/7/2025 11:00,2.43E-06,0.000508141,0.108985,12.98112,,
4/7/2025 11:30,2.44E-06,0.000509796,0.10934,12.9721,,
4/7/2025 12:00,2.45E-06,0.000511452,0.109695,12.95711,,
4/7/2025 12:30,2.46E-06,0.000513107,0.11005,12.94652,,
4/7/2025 13:00,2.46E-06,0.000514762,0.110405,12.93331,,
4/7/2025 13:30,2.47E-06,0.000516417,0.11076,12.92256,,
4/7/2025 14:00,2.48E-06,0.000518072,0.111115,12.91194,,
4/7/2025 14:30,2.49E-06,0.000519728,0.11147,12.90783,,
4/7/2025 15:00,2.49E-06,0.000521383,0.111825,12.90227,,
4/7/2025 15:30,2.50E-06,0.000523038,0.11218,12.89747,,
4/7/2025 16:00,2.51E-06,0.000524693,0.112535,12.89701,,
4/7/2025 16:30,2.52E-06,0.000526348,0.11289,12.892,,
4/7/2025 17:00,2.53E-06,0.000528003,0.113245,12.8868,,
4/7/2025 17:30,2.53E-06,0.000529659,0.1136,12.8795,,
4/7/2025 18:00,2.54E-06,0.000531314,0.113955,12.87051,,
4/7/2025 18:30,2.55E-06,0.000532969,0.11431,12.86533,,
4/7/2025 19:00,2.56E-06,0.000534624,0.114665,12.85553,,
4/7/2025 19:30,2.57E-06,0.000536279,0.11502,12.86592,,
4/7/2025 20:00,2.57E-06,0.000537935,0.115375,12.89434,,
4/7/2025 20:30,2.58E-06,0.00053959,0.11573,12.96373,,
4/7/2025 21:00,2.59E-06,0.000541245,0.116085,13.08323,,
4/7/2025 21:30,2.60E-06,0.0005429,0.11644,13.15732,,
4/7/2025 22:00,2.61E-06,0.000544555,0.116795,13.20102,,
4/7/2025 22:30,2.61E-06,0.00054621,0.11715,13.23874,,
4/7/2025 23:00,2.62E-06,0.000547866,0.117505,13.27965,,
4/7/2025 23:30,2.63E-06,0.000549521,0.11786,13.3168,,
4/8/2025 0:00,2.64E-06,0.000551176,0.118215,13.42973,,
4/8/2025 0:30,2.65E-06,0.000552831,0.11857,13.44039,,
4/8/2025 1:00,2.65E-06,0.000554486,0.118925,13.63964,,
4/8/2025 1:30,2.66E-06,0.000556142,0.11928,13.92763,,
4/8/2025 2:00,2.67E-06,0.000557797,0.119635,13.90479,,
4/8/2025 2:30,2.68E-06,0.000559452,0.11999,13.89183,,
4/8/2025 3:00,2.68E-06,0.000561107,0.120345,13.8703,,
4/8/2025 3:30,2.69E-06,0.000562762,0.1207,13.87315,,
4/8/2025 4:00,2.70E-06,0.000564417,0.121055,13.87149,,
4/8/2025 4:30,2.71E-06,0.000566073,0.12141,13.87473,,
4/8/2025 5:00,2.72E-06,0.000567728,0.121765,13.88719,,
4/8/2025 5:30,2.72E-06,0.000569383,0.12212,13.8998,,
4/8/2025 6:00,2.73E-06,0.000571038,0.122475,13.63234,,
4/8/2025 6:30,2.74E-06,0.000572693,0.12283,13.20262,,
4/8/2025 7:00,2.75E-06,0.000574349,0.123185,13.1287,,
4/8/2025 7:30,2.76E-06,0.000576004,0.12354,13.09539,,
4/8/2025 8:00,2.76E-06,0.000577659,0.123895,13.07138,,
4/8/2025 8:30,2.77E-06,0.000579314,0.12425,13.05114,,
4/8/2025 9:00,2.78E-06,0.000580969,0.124605,13.03849,,
4/8/2025 9:30,2.79E-06,0.000582624,0.12496,13.02598,,
4/8/2025 10:00,2.80E-06,0.00058428,0.125315,13.0136,,
4/8/2025 10:30,2.80E-06,0.000585935,0.12567,12.99882,,
4/8/2025 11:00,2.81E-06,0.00058759,0.126025,12.98079,,
4/8/2025 11:30,2.82E-06,0.000589245,0.12638,12.9722,,
4/8/2025 12:00,2.83E-06,0.0005909,0.126735,12.96298,,
4/8/2025 12:30,2.84E-06,0.000592556,0.12709,12.95136,,
4/8/2025 13:00,2.84E-06,0.000594211,0.127445,12.94302,,
4/8/2025 13:30,2.85E-06,0.000595866,0.1278,12.93361,,
4/8/2025 14:00,2.86E-06,0.000597521,0.128155,12.92537,,
4/8/2025 14:30,2.87E-06,0.000599176,0.12851,12.91572,,
4/8/2025 15:00,2.87E-06,0.000600831,0.128865,12.90812,,
4/8/2025 15:30,2.88E-06,0.000602487,0.12922,12.9065,,
4/8/2025 16:00,2.89E-06,0.000604142,0.129575,12.8991,,
4/8/2025 16:30,2.90E-06,0.000605797,0.12993,12.89138,,
4/8/2025 17:00,2.91E-06,0.000607452,0.130285,12.89123,,
4/8/2025 17:30,2.91E-06,0.000609107,0.13064,12.89036,,
4/8/2025 18:00,2.92E-06,0.000610763,0.130995,12.89398,,
4/8/2025 18:30,2.93E-06,0.000612418,0.13135,12.89403,,
4/8/2025 19:00,2.94E-06,0.000614073,0.131705,12.88929,,
4/8/2025 19:30,2.95E-06,0.000615728,0.13206,12.89474,,
4/8/2025 20:00,2.95E-06,0.000617383,0.132415,12.9072,,
4/8/2025 20:30,2.96E-06,0.000619039,0.13277,12.92528,,
4/8/2025 21:00,2.97E-06,0.000620694,0.133125,13.04208,,
4/8/2025 21:30,2.98E-06,0.000622349,0.13348,13.41284,,
4/8/2025 22:00,2.99E-06,0.000624004,0.133835,13.57412,,
4/8/2025 22:30,2.99E-06,0.000625659,0.13419,13.64215,,
4/8/2025 23:00,3.00E-06,0.000627314,0.134545,13.58027,,
4/8/2025 23:30,3.01E-06,0.00062897,0.1349,13.58522,,
